"business_id","start","end","n","peak","restaurant_id","key"
"56aPTQJqgc3DosFQKoN33A",2005-04-27,2015-04-19,106,2009-03-07 12:00:00,"ZBEn4ZoY","yelp_id_0"
"58UludhynVY4pfXO59KohA",2005-08-26,2015-04-25,190,2010-12-16 00:00:00,"xWoYraOK","yelp_id_1"
"58dpJYfKY8B-k727deh70A",2010-04-22,2015-04-27,176,2013-06-22 12:00:00,"rJoQzAOV","yelp_id_0"
"5AMUcD75ZdfY6DdWJf-h2g",2008-09-20,2014-12-01,14,2012-12-07 12:00:00,"nkOvZOBW","yelp_id_0"
"5B0wQAG0Be-v65oTWstqdA",2007-10-18,2013-05-16,15,2011-08-07 00:00:00,"N6OkAG3x","yelp_id_0"
"5DDVeOjmnMXgUNPyE1SU0g",2007-07-12,2015-03-12,72,2011-10-28 12:00:00,"XJ3r0YOR","yelp_id_0"
"5HaZ9Ge-nhPS25jZ4f01WQ",2008-11-22,2015-04-11,125,2012-11-08 00:00:00,"Pk3wr9Ed","yelp_id_0"
"5Hl3fTGg3BwXB98VQZ3WQQ",2005-05-06,2008-08-26,10,2007-02-11 00:00:00,"0ZEDV4oD","yelp_id_0"
"5Kdf1DGbRScRk6Cx3jaX8w",2009-08-24,2015-04-23,160,2012-03-05 00:00:00,"Y1Em4GOw","yelp_id_0"
"5QDj8OwrJ4VLHrbuNzLlFQ",2007-04-28,2015-04-30,25,2012-09-05 00:00:00,"WeEe8aOa","yelp_id_0"
"5Qr4BFvcQ_foKIFnevrbNQ",2005-06-30,2015-03-06,111,2010-04-04 00:00:00,"0j3LXM3r","yelp_id_0"
"5Tluh4tTJvl7A-nI4a2oLw",2008-02-27,2015-04-01,43,2012-07-16 00:00:00,"geEVYYOz","yelp_id_1"
"5Vyc7V3xNv_z5fyk5KF0Qg",2009-11-05,2015-02-22,72,2011-09-27 12:00:00,"ekE4X0E2","yelp_id_0"
"5WD5TlUG4kOO3TDRb9FGMw",2005-06-21,2013-12-30,151,2009-02-28 00:00:00,"m0oWgloG","yelp_id_0"
"5YvoBcxKnXZ38MMEWTuF1g",2005-06-27,2015-05-02,351,2011-10-09 00:00:00,"NbE1wPoJ","yelp_id_0"
"5bvLzDjYnmMp47MxwZ3Fkw",2008-09-29,2015-04-20,14,2011-08-08 00:00:00,"njoZLBEr","yelp_id_0"
"5d7ksFT01jhqalR-lzkqQg",2006-01-29,2008-10-04,14,2008-03-06 12:00:00,"nkOvzLOB","yelp_id_0"
"5dvNXvN9KOc37sIiquLeRw",2008-06-05,2013-12-10,8,2010-10-28 00:00:00,"rJoQMAoV","yelp_id_0"
"5gnmTucmD6g88NgqHbP_UA",2005-07-21,2010-05-20,11,2007-02-22 00:00:00,"8KoAeYo6","yelp_id_0"
"5hcDGjyNvKfPZ6K5g_sdEw",2010-09-03,2015-05-01,77,2012-07-18 00:00:00,"nkOvvaOB","yelp_id_0"
"5ioQOPvZFvdzAe9Cm-jjfA",2007-12-25,2015-04-09,105,2012-06-11 00:00:00,"we39KlOk","yelp_id_0"
"5qThetpg3Lx26amBiXUFHg",2008-01-09,2015-05-01,228,2012-06-30 12:00:00,"V4300A3B","yelp_id_0"
"5qtQ5sR69gbFWn5zMNI16g",2005-06-30,2015-04-17,211,2010-09-23 00:00:00,"8xExm730","yelp_id_0"
"5quznkVENTgz60s1i13llA",2005-11-28,2015-04-23,144,2011-08-08 00:00:00,"dj3dzXO9","yelp_id_0"
"5uXoDqGdwMtdgGnDG2fVnw",2006-06-09,2008-08-04,37,2008-02-18 00:00:00,"ZBEndKoY","yelp_id_0"
"5zBTq14fac-DwtSk4kzRaA",2005-04-29,2011-09-27,133,2008-09-25 00:00:00,"JGoN5k3L","yelp_id_0"
"60VAJCm0HaNKK1lMzmxGtg",2009-09-01,2015-01-23,19,2011-12-08 00:00:00,"m0oW92EG","yelp_id_0"
"617MTIroYN69gNAO1D5drQ",2005-07-10,2015-04-25,179,2011-08-20 00:00:00,"VpoGXgOr","yelp_id_0"
"61TG7OLi4LPQlc90UeygrA",2006-09-09,2015-04-25,772,2012-08-12 00:00:00,"0j3LwLEr","yelp_id_0"
"622JfwiJImnne3e1iFiY9A",2005-07-14,2009-01-07,5,2008-08-04 00:00:00,"6K3l15oz","yelp_id_0"
"63CjKaTYchwqUFfiBV-zhg",2006-03-28,2015-03-27,126,2011-08-09 00:00:00,"Y1EmAEwG","yelp_id_0"
"66x_oXqJ3NIaDu0VwsgWIQ",2006-10-08,2014-12-26,21,2011-06-17 00:00:00,"NbE17moJ","yelp_id_0"
"6AAWuBi18a2oYF6jSBkFLg",2006-07-18,2015-01-27,20,2011-06-13 00:00:00,"wmo749Oq","yelp_id_0"
"6AcCQgMHUXqPzFLiSPD9GQ",2005-08-11,2014-11-01,88,2011-03-23 00:00:00,"NbE1RY3J","yelp_id_0"
"6Dg95s9RQXOJHqS4OUAG3w",2005-07-14,2014-08-06,28,2007-12-29 12:00:00,"v5oJxBEB","yelp_id_0"
"6DzCeWt38GjAVQfo34hR0g",2006-07-18,2014-07-01,14,2011-06-13 12:00:00,"lnORDD3N","yelp_id_0"
"6E3e73_VbVG4biPBQvcnog",2005-05-31,2015-05-01,544,2011-01-22 12:00:00,"we39lREk","yelp_id_0"
"6EFQD2IlaWFIgJrRnwJ9xw",2008-02-14,2010-05-25,77,2009-03-02 00:00:00,"we39D9Ek","yelp_id_0"
"6FY-ar6BhbJaBhkkOhp8bw",2006-06-27,2015-04-24,63,2011-07-04 00:00:00,"1m3MdkEB","yelp_id_0"
"6HkHB0YayMZin2QEgEHtJg",2007-03-20,2008-08-24,2,2007-12-06 12:00:00,"VpoG0wOr","yelp_id_0"
"6ID0p-_CDwv7Z9BWnuygrw",2007-03-07,2014-10-17,37,2011-02-25 00:00:00,"Y1EmdlOw","yelp_id_0"
"6IQO8dP40bsBDNuxiJDL8A",2007-08-10,2015-05-01,40,2011-10-14 12:00:00,"njoZZ1or","yelp_id_0"
"6IkONY-TKHanUrCiZCNCDg",2008-01-28,2011-08-20,7,2010-11-11 00:00:00,"njoZpBEr","yelp_id_0"
"6JjZD55KtJbON2X5arTBLg",2008-11-20,2015-01-04,226,2011-10-13 12:00:00,"NbE1GYoJ","yelp_id_0"
"6MYpPIYrEuGTDCJTDzS3pg",2005-06-28,2015-05-01,451,2011-06-29 00:00:00,"rNo6dlE6","yelp_id_0"
"6NdCv7cFeyGBwlt7HeG4bQ",2009-04-21,2013-07-22,17,2011-03-30 00:00:00,"KAoKRZ3g","yelp_id_0"
"6PI_tUWJSBW5qA8zpg3_sQ",2006-11-03,2015-04-27,146,2012-02-12 12:00:00,"NbE1yJEJ","yelp_id_0"
"6PPU0mHQudHwYeyoNALhDA",2007-09-22,2014-03-06,13,2009-10-31 00:00:00,"dj3dyNo9","yelp_id_0"
"6QAUzZxT6NMdyNZQLsTsAA",2005-07-30,2015-04-22,113,2010-10-07 00:00:00,"v5oJddEB","yelp_id_0"
"6V83oTpxf6RRr9ANfjMplA",2007-10-07,2014-02-19,7,2011-01-30 00:00:00,"we3900Ek","yelp_id_0"
"6btdEYVerE2ntcDqpVaGFg",2007-03-28,2014-12-03,7,2011-04-22 00:00:00,"rJoQX03V","yelp_id_0"
"6dP9bgyQ6f7KzhAeLS-rlA",2005-07-26,2006-05-19,4,2005-08-26 12:00:00,"N6OkgKOx","yelp_id_0"
"6fCBLo_pwvkwK5rpk4KRYg",2006-07-18,2010-09-18,9,2008-04-10 00:00:00,"6K3l2eOz","yelp_id_0"
"6h9SOn770x7VUHe5n6pKXw",2005-06-30,2015-04-24,587,2010-09-17 00:00:00,"VpoGpvOr","yelp_id_0"
"6hntGQO59c9HX4a32EI_zw",2006-01-31,2015-04-28,136,2011-02-24 12:00:00,"eVOBjkOj","yelp_id_0"
"6lIoSxvZAwFMN2wTT9W4aA",2006-01-23,2015-04-30,518,2012-09-10 12:00:00,"9JoPPpo8","yelp_id_0"
"6liJfRMPCjtlQ36xfQwlIQ",2009-02-09,2009-07-21,26,2009-03-24 00:00:00,"geEVldoz","yelp_id_0"
"6mpkBdKIAtlF3dU0ypHzZA",2005-06-28,2014-10-13,94,2010-03-22 12:00:00,"eVOBxw3j","yelp_id_0"
"6nVC9ExNkiQLI8A_dMqLEA",2008-02-04,2013-10-30,18,2011-05-21 12:00:00,"0ZED9B3D","yelp_id_1"
"6oeZCBAOH90TKQLVJGBmYw",2005-12-21,2014-08-31,75,2010-02-14 00:00:00,"ekE4grO2","yelp_id_0"
"6qHthqBdH0bGnVVCDWgm6w",2006-10-04,2008-04-29,4,2007-05-04 12:00:00,"6Wo2Jwo9","yelp_id_0"
"6qVExRnMHfO-rA7SspeHRQ",2005-07-21,2015-04-23,206,2011-10-03 00:00:00,"Pk3wKx3d","yelp_id_0"
"6tuFkCbvGnmMk5BiEbquUA",2008-03-31,2015-04-30,225,2011-07-12 00:00:00,"6VOpDlOL","yelp_id_0"
"6uUDnY2D8idHoMiLFexpxQ",2006-12-06,2015-03-18,34,2010-08-26 00:00:00,"p038n4Om","yelp_id_0"
"7-RaNQCvHMtILXZnh_IEhg",2010-12-22,2015-03-30,20,2012-12-31 12:00:00,"Pk3wga3d","yelp_id_0"
"7-X2CRyUGA9XxwACmaqV9g",2009-01-14,2015-02-24,32,2013-03-31 00:00:00,"6K3lMxoz","yelp_id_0"
"72VT9KIsJ6ZJUo6wabbH5g",2005-07-06,2015-04-04,63,2012-01-15 00:00:00,"0ZED0WED","yelp_id_0"
"72vyrVJJorSSgjEqQnM5TA",2008-02-24,2009-08-30,3,2008-09-09 00:00:00,"6Wo2Nyo9","yelp_id_0"
"73st8cJMOhaHDX_Z1jDg8g",2009-08-05,2015-02-16,8,2011-05-31 00:00:00,"njoZbvor","yelp_id_0"
"75dtVyDb8Sfwb7dR0cBvdg",2008-07-23,2015-03-28,54,2013-08-17 00:00:00,"N6OkKQOx","yelp_id_0"
"79NxoobpO3DYOcrOxZdyTw",2009-01-27,2015-03-21,7,2011-10-10 00:00:00,"0ZEDm73D","yelp_id_1"
"7CgtuoDb7jenH44kYjksLg",2006-08-18,2015-04-24,70,2011-09-28 00:00:00,"6Wo2a639","yelp_id_0"
"7D-fQPN5jea3d1yb83-ZSg",2008-07-24,2014-04-07,6,2011-03-22 12:00:00,"B1oXrqEV","yelp_id_2"
"7FGuuVAm7_XYrvJsWR3UHA",2008-06-02,2015-04-16,235,2011-07-24 00:00:00,"we39Rvok","yelp_id_0"
"7L4nyg4fGloeqMXCq0996g",2005-06-22,2015-04-26,463,2010-08-28 00:00:00,"N6OkGOxz","yelp_id_0"
"7LsVWbs7_JpQphH9ZItYqA",2005-06-27,2015-03-22,15,2011-07-07 00:00:00,"Y1Em1lEw","yelp_id_0"
"7OKkwjJQBdlQEIaf21DaIA",2005-07-13,2015-02-12,209,2011-01-17 00:00:00,"0j3Lb6Or","yelp_id_0"
"7PmOr9DbDVB9Zn8wvMfXkg",2006-02-13,2014-11-22,39,2011-02-24 00:00:00,"JGoN7bOL","yelp_id_0"
"7SRdt81e5Z9iaZG3Q5NK6Q",2009-10-29,2015-04-27,94,2013-07-16 00:00:00,"1m3MnDoB","yelp_id_1"
"7_HfMVlKLMdfvOfkONiPEw",2008-06-05,2015-04-18,144,2012-11-28 12:00:00,"JBEyQXE8","yelp_id_0"
"7bsBPqK3EmFFYv2JFzRGlA",2005-08-24,2013-12-16,44,2010-10-18 00:00:00,"N6OkkGOx","yelp_id_0"
"7cYYeyV6xWSLWWrCQP8-Vg",2006-03-27,2015-04-09,36,2012-08-06 12:00:00,"NbE1aNEJ","yelp_id_0"
"7dFYockYRHUOH-LYC5EdUA",2007-01-24,2007-11-13,4,2007-07-17 12:00:00,"Pk3waKOd","yelp_id_1"
"7dUT__rsDKpgCWY5-OUWhA",2007-04-15,2015-04-30,41,2011-06-22 00:00:00,"qN3gJ2EA","yelp_id_0"
"7dr70et7FMUqx0mD6IBlTw",2009-10-25,2013-06-01,35,2011-02-06 00:00:00,"m0oWaQEG","yelp_id_0"
"7edNNM07UF2m2MDUu-ok9w",2005-06-28,2015-04-22,301,2011-08-01 00:00:00,"0j3Lxq3r","yelp_id_0"
"7izYBP86fDoIYr7Tnmk-mQ",2008-03-12,2014-08-07,14,2011-11-08 00:00:00,"lnOR2aON","yelp_id_1"
"7lgCNIHidrJ6febOhY21tg",2008-03-18,2015-02-26,8,2013-04-28 00:00:00,"dj3d8r39","yelp_id_0"
"7mSrfp2LZvZoWBDZ-JUc8Q",2005-06-29,2015-04-17,291,2009-05-03 00:00:00,"9JoP50O8","yelp_id_0"
"7mWNzsSPA-psBTgBEuZFZw",2005-08-09,2015-04-27,423,2012-07-31 00:00:00,"KAoKlKOg","yelp_id_0"
"7mYMIDf6nXTlJL-Y9RU7cg",2005-08-29,2008-04-09,5,2007-01-30 00:00:00,"8KoA4536","yelp_id_0"
"7rTg84IxM4KiIPHL3xocVg",2007-10-02,2013-01-16,35,2010-07-22 00:00:00,"qN3gdzoA","yelp_id_0"
"7sFcxaqbZOSAzH0yoFN82A",2006-03-28,2011-08-19,58,2009-05-20 00:00:00,"dj3dGjE9","yelp_id_0"
"7sZUAqdbWh9q8kb4LSbq9A",2005-01-05,2015-05-02,1631,2012-08-08 00:00:00,"JGoNb6oL","yelp_id_0"
"7wGeC1Vx1_G2n-m2kzdVJw",2006-04-07,2012-08-22,75,2009-09-03 00:00:00,"njoZWJOr","yelp_id_0"
"7wQhheZPcC6OpcxLa4hdFQ",2005-07-24,2015-04-26,229,2011-05-03 00:00:00,"Y1EmLmOw","yelp_id_0"
"83Ei7irI71_7N17pV1xk_Q",2005-07-06,2015-04-19,289,2011-09-21 00:00:00,"0ZED8pED","yelp_id_0"
"86HKTEwMzYLUjxybYxLScg",2007-02-28,2015-03-18,39,2009-07-26 00:00:00,"7RO5njEq","yelp_id_0"
"86P32yiy7TAeigbfPMinXw",2007-08-25,2015-04-27,1256,2012-07-17 12:00:00,"8x3zKQok","yelp_id_0"
"87p5WqH0EpEGronbEE3GaA",2006-02-14,2015-04-07,126,2013-04-03 12:00:00,"8KoAApo6","yelp_id_0"
"894gMmumq6lHr1ItfpJsyw",2006-06-01,2009-10-08,12,2008-07-02 00:00:00,"JGoNJBoL","yelp_id_0"
"89igCgyb0s1ue5A-m1m0XQ",2005-07-06,2015-04-02,139,2010-11-12 00:00:00,"B1oXXboV","yelp_id_0"
"8K7vd2rcCqrXmJmaypUsDA",2007-03-27,2014-08-24,48,2011-05-03 12:00:00,"njoZ6Dor","yelp_id_0"
"8KkEwo2MnJbbsPNd3RYRMw",2009-04-16,2015-04-23,116,2012-01-04 00:00:00,"njoZyY3r","yelp_id_0"
"8Np6L_-hOiJQzTh7GAWzvw",2005-06-28,2011-07-10,164,2008-11-02 00:00:00,"B1oXKN3V","yelp_id_1"
"8Sp8DI-G3VKkvkQY4-DK5g",2010-07-24,2015-03-18,47,2012-06-17 00:00:00,"nkOv473B","yelp_id_0"
"8YEeN197nWBKdZNdI2BoOQ",2006-08-15,2013-09-29,125,2010-06-19 00:00:00,"geEVeVOz","yelp_id_0"
"8YYxGRnhBrZ1N9-GTKF4Ig",2005-06-30,2015-04-25,95,2010-10-23 00:00:00,"7RO5pnoq","yelp_id_0"
"8ZqN_t0r8YfU6UFuIdIumA",2005-07-18,2015-01-25,72,2011-03-20 00:00:00,"p038lg3m","yelp_id_0"
"8aVLh6rwt7YRV6JSkh49NA",2006-02-07,2015-04-25,35,2011-04-15 00:00:00,"1m3M5p3B","yelp_id_0"
"8cb-OZt_6qlRZ_w6OpwjwQ",2010-04-15,2014-12-13,125,2011-03-24 00:00:00,"V430YloB","yelp_id_0"
"8dHsRdSZOcqbBjzRjSyeHQ",2006-03-11,2015-04-26,250,2010-11-24 12:00:00,"7RO5yrOq","yelp_id_0"
"8g_wzgZwZcQs7TOXTFp2yg",2008-04-05,2013-09-08,16,2011-08-07 00:00:00,"VpoGgdor","yelp_id_0"
"8gk4JMYrd6Ak8MfmsDWyWQ",2008-05-24,2015-04-09,15,2011-10-05 00:00:00,"we39yD3k","yelp_id_0"
"8h6wKWtjaKsL4v_2jDEYvw",2010-06-14,2015-04-27,290,2013-06-12 12:00:00,"Y1Emn73w","yelp_id_0"
"8hRtFXPnaygXq42sEDRILw",2006-12-07,2011-05-26,19,2009-11-12 00:00:00,"6K3lPk3z","yelp_id_0"
"8iFiwfE6kFb-m5h_S_BJJg",2005-11-23,2007-12-04,5,2006-11-25 00:00:00,"VpoGZP3r","yelp_id_1"
"8lcFf9xpZJDJ6gprLpZUVA",2008-03-17,2008-09-05,3,2008-05-05 00:00:00,"WeEeGRoa","yelp_id_0"
"8m263dN_TCgWN1f9qzH2mQ",2008-10-18,2014-11-10,41,2011-03-28 00:00:00,"p038YGom","yelp_id_0"
"8ntO2FsXtuIdG149DMn0Pg",2005-07-07,2015-02-19,21,2014-08-09 00:00:00,"XJ3rgRoR","yelp_id_0"
"8v5r2Gzl4mSCYMparPvB0Q",2005-06-27,2015-04-24,103,2010-06-13 00:00:00,"rJoQdL3V","yelp_id_0"
"8v85BnGbBjX6O8r4PZ5yGA",2006-09-05,2009-11-18,12,2008-02-22 00:00:00,"9JoPmqO8","yelp_id_0"
"8wp-_ZX2IZ9bhNm6WNsJWA",2005-06-27,2015-04-11,117,2010-03-19 00:00:00,"JBEyKRo8","yelp_id_0"
"8wv7c48nFMCcfpioe72iRQ",2008-06-18,2014-10-26,6,2009-06-01 12:00:00,"wmo7Nv3q","yelp_id_0"
"8x5vbiCoHczcAvZyKSgP_Q",2009-03-18,2013-07-31,8,2010-03-11 00:00:00,"qN3gmJOA","yelp_id_0"
"95aqZ9JjUfwPcAqRvN6pCg",2006-09-25,2015-03-02,48,2010-05-27 00:00:00,"p038ZvOm","yelp_id_0"
"96GcTGDku8NyEvNq7DJ4wA",2005-06-29,2015-03-13,61,2012-07-22 00:00:00,"JBEy91E8","yelp_id_0"
"98GlGMAeS_1p7uiOoeqwzg",2006-10-19,2015-04-16,133,2012-03-16 00:00:00,"1JEbYwOR","yelp_id_0"
"99CdtmfF3SDTHpIT5y06Ag",2006-04-11,2015-04-11,116,2011-05-07 00:00:00,"rJoQLG3V","yelp_id_0"
"9A-kbuo1wtnORa7ExpyftA",2006-02-24,2011-08-07,227,2008-11-06 00:00:00,"dj3ddg39","yelp_id_0"
"9B8rHn5hdk1ybloRjvcMmw",2005-07-09,2015-05-01,1094,2012-01-23 00:00:00,"1JEbd4oR","yelp_id_0"
"9BWzcoVUZYTEsWN90SYM2A",2007-10-18,2015-04-30,295,2011-05-31 00:00:00,"WeEe0dOa","yelp_id_0"
"9BgGKXypW0GqNJgbeM5nJg",2011-03-07,2014-08-22,64,2012-07-03 12:00:00,"VpoGVP3r","yelp_id_0"
"9IGazLlAPkeHN_VPj4xb_A",2010-01-09,2015-04-30,88,2012-05-25 00:00:00,"8x3zj93k","yelp_id_0"
"9K8Ku7jlFDSWgpr08uRFTA",2005-08-18,2015-05-02,2044,2012-08-22 00:00:00,"Pk3w8Vod","yelp_id_0"
"9KC1_7Q7hrdAeFU8Ait5Ig",2008-03-22,2015-02-27,25,2013-04-02 00:00:00,"8KoA76E6","yelp_id_0"
"9Kk1hcu8DJHOnUvYpxz42g",2006-03-08,2011-07-03,31,2009-04-16 00:00:00,"dj3d0r39","yelp_id_0"
"9LqjePp-tUbtgl-Bn9gk1w",2007-08-11,2015-03-03,46,2011-11-19 12:00:00,"KAoKY6Eg","yelp_id_0"
"9NcnRR8zb612h1EFmlGXlw",2005-08-24,2015-03-20,149,2011-05-30 00:00:00,"6Wo2K6O9","yelp_id_0"
"9OHc9Z-jjvRrfBRtdvRd9A",2007-10-03,2014-05-13,5,2010-09-06 00:00:00,"6VOpnd3L","yelp_id_0"
"9W9_KgjsJlnf8yzi6zpHUw",2008-10-28,2012-06-15,16,2010-04-12 00:00:00,"JBEyvm38","yelp_id_0"
"9WXiNbVe0WeexWUMv1isrA",2010-06-22,2013-07-06,109,2011-08-18 00:00:00,"ydEjAeOW","yelp_id_0"
"9WuqlfBkpEAzvxuTboAEHw",2007-03-06,2015-04-01,110,2011-10-08 12:00:00,"6VOp9aEL","yelp_id_0"
"9_KRVbX698UZwzFvdiYQrw",2006-11-18,2015-04-04,53,2009-11-15 00:00:00,"6K3lz9Oz","yelp_id_0"
"9d5DyAi5-gzNzIp4WBlAfw",2005-08-22,2015-04-21,111,2010-10-15 00:00:00,"6K3laKoz","yelp_id_0"
"9gSdXB25LMDOiuRZQChQQA",2009-04-24,2015-02-16,18,2012-02-27 12:00:00,"ZBEnDYoY","yelp_id_0"
"9l-oBIdFxTmmG3N3lRm9Kw",2005-06-30,2014-11-26,60,2010-02-03 00:00:00,"nkOvKLEB","yelp_id_0"
"9qE7_6PG-NyWDLVpoOX-yw",2006-08-14,2015-04-03,29,2012-10-19 00:00:00,"eVOB5Loj","yelp_id_0"
"A2oh0xaxzL09IN5svw-I4Q",2005-08-10,2008-02-09,2,2006-11-09 12:00:00,"WwOajNEB","yelp_id_0"
"A5CFCdwaTmIUHlLMx_R1uQ",2005-07-08,2015-03-09,80,2011-01-25 12:00:00,"ekE4rKo2","yelp_id_0"
"A8JCwCcrBlXLMxjPPzYlBg",2008-09-11,2013-08-02,233,2011-03-21 00:00:00,"rNo6e036","yelp_id_0"
"AIXyHOQFl8dw1PvYDHramQ",2005-05-15,2014-11-29,53,2011-08-07 00:00:00,"v5oJ1j3B","yelp_id_0"
"AJGeImJ-h_13fsfMonqnsA",2009-03-07,2009-10-26,10,2009-05-07 12:00:00,"VpoG693r","yelp_id_0"
"AL5gIxKwkMra9PrNvC6QUA",2006-01-22,2015-04-26,533,2011-08-20 00:00:00,"V43067OB","yelp_id_0"
"AOG7dLAoAygmJgldu6XouA",2008-01-23,2015-04-15,62,2013-09-12 00:00:00,"6K3lGgEz","yelp_id_0"
"ARAq3XNEOnW46-qGw6Hkiw",2011-01-11,2014-12-07,38,2012-06-20 12:00:00,"nkOvrZOB","yelp_id_0"
"AUG7Vcgu6Rvtqv-ZMp0fKA",2007-06-01,2009-11-14,5,2007-08-06 00:00:00,"ydEjnBEW","yelp_id_0"
"AVQ6w5CN-MkrJR5uzV2Frg",2005-07-25,2009-02-02,34,2008-03-11 00:00:00,"geEVavOz","yelp_id_0"
"Aa1fqNgdO4mwqSU13QR6CA",2011-03-10,2014-06-04,10,2013-12-14 00:00:00,"njoZYy3r","yelp_id_0"
"Ac9gl7dzd-lYvsbYOxV_7Q",2009-07-26,2015-04-20,37,2012-06-14 00:00:00,"WwOarJEB","yelp_id_0"
"Ac_VEkgQl--Xhnfvo4LdpQ",2007-11-07,2015-04-24,8,2011-08-29 12:00:00,"8KoAg4E6","yelp_id_0"
"AeVn-khkKu4jRZZDOmD9AA",2011-01-03,2015-01-11,15,2012-08-31 00:00:00,"ZBEnB2EY","yelp_id_0"
"Aezb1dATXJgVFhO8VBRL5w",2005-08-24,2013-08-30,34,2010-10-22 12:00:00,"6Wo2y539","yelp_id_0"
"AjTXolL_1X0I88gBkRjh4w",2005-07-27,2010-05-20,13,2007-10-02 00:00:00,"ZBEnAqOY","yelp_id_0"
"AkPM5iO0Af82x0lpd6sZfg",2006-03-10,2014-11-26,33,2012-01-13 00:00:00,"p038Lz3m","yelp_id_0"
"AoUzIG7OSmon93v17f9pXg",2007-06-17,2015-05-02,378,2011-09-09 00:00:00,"0ZEDdkED","yelp_id_0"
"ApJykNr0XmUYAI_ajAghDQ",2008-07-21,2015-03-23,22,2012-12-03 12:00:00,"KAoKa9Eg","yelp_id_0"
"ArgDd-GireISWWoMuI8-0g",2005-08-22,2015-04-07,144,2011-10-31 12:00:00,"wmo7w2oq","yelp_id_0"
"B0j36Wz1zu5HshDUDwHBlg",2007-04-26,2015-04-25,48,2011-10-03 00:00:00,"WwOa9zOB","yelp_id_0"
"B2GQsPae5qKXddGMXk2BjA",2008-03-07,2014-11-12,46,2011-07-21 00:00:00,"m0oW5wEG","yelp_id_0"
"B496_p5zk99wSIhSzFPTKw",2008-10-08,2015-05-02,131,2013-02-19 00:00:00,"rNo6RLo6","yelp_id_0"
"B55pzEAeUirbaV5KliOSMw",2005-06-28,2015-04-28,463,2012-04-18 00:00:00,"8xExxnE0","yelp_id_0"
"B6g8EowWFAD-vriFpZGIqQ",2007-10-09,2015-03-18,31,2011-05-02 00:00:00,"Pk3wL9od","yelp_id_0"
"BCWxevPBpWJQsG_BR6Hzfw",2006-02-14,2015-04-07,18,2010-09-10 00:00:00,"we39dvEk","yelp_id_0"
"BC_Vta1dTN3uyaoOZFNfwQ",2006-02-24,2015-03-06,49,2011-01-05 00:00:00,"qN3gZBEA","yelp_id_0"
"BDETa2KdRF8QfRQYDXyOhA",2006-09-13,2014-11-22,11,2010-07-07 00:00:00,"xWoYwKEK","yelp_id_0"
"BV6nubU4vR4w9CwlsBPoEQ",2008-05-09,2010-01-20,15,2008-09-23 00:00:00,"Pk3wG93d","yelp_id_0"
"Bc4ZKqBsVCFbkBGEL3bdBA",2009-04-27,2015-04-26,97,2012-08-01 00:00:00,"6K3lg6Ez","yelp_id_0"
"BfPKrRDzpeQsljyxMa5sSA",2008-07-28,2011-07-07,6,2009-07-12 12:00:00,"wmo7ydEq","yelp_id_0"
"Bfa-1AAWNjglTCAFyx3nmA",2005-08-31,2015-04-25,496,2013-03-26 00:00:00,"eVOB0r3j","yelp_id_0"
"BhE50ZnOOJBHTIz5ddyhNw",2006-11-15,2015-04-13,86,2012-05-12 12:00:00,"6Wo228o9","yelp_id_0"
"BjOTuKqM90bPzNLp-rx-rw",2008-02-24,2012-02-11,33,2009-10-30 00:00:00,"6K3llg3z","yelp_id_0"
"Blg9vgR4jJXDHW5YXds28Q",2010-02-22,2015-01-06,17,2014-08-18 00:00:00,"8x3zJ93k","yelp_id_0"
"BnQGzViUKZ3R9gOmgZ2SMQ",2005-07-15,2015-04-13,231,2010-06-15 00:00:00,"we39Nvok","yelp_id_0"
"Bve2PGD_3-G6RFqv-X9aOA",2008-08-21,2014-09-30,5,2010-04-25 00:00:00,"dj3dlN39","yelp_id_0"
"BxIM5p03IcIcHQUUGlAU4Q",2005-06-24,2015-04-22,125,2010-07-11 00:00:00,"rNo6WXO6","yelp_id_0"
"By5OG5IXs8roHESNUghEFw",2005-08-26,2015-04-20,166,2011-06-19 12:00:00,"WeEePVOa","yelp_id_0"
"BynRpPoCulGqheobKccm1Q",2006-02-26,2015-04-27,142,2012-01-16 00:00:00,"WwOakY3B","yelp_id_0"
"BzfZhk0bNsxlvePK_cI6-w",2007-07-07,2015-02-01,47,2011-12-03 00:00:00,"WeEeWdoa","yelp_id_0"
"C6IdiWHWxsmvCZ3GgR03hg",2006-11-23,2015-04-23,250,2011-08-20 00:00:00,"VpoG9QEr","yelp_id_0"
"C76MZkV2DsH1MJZzmluFSw",2006-07-29,2015-04-10,29,2011-05-23 00:00:00,"8KoA5Yo6","yelp_id_0"
"C9juniayTyjR4iITELxmOw",2009-01-20,2014-05-27,40,2012-02-25 12:00:00,"1JEbXYoR","yelp_id_0"
"CBrKftwXexstg_gBbTO-iQ",2005-07-13,2015-04-29,59,2011-04-12 00:00:00,"KAoKxdOg","yelp_id_0"
"CD3SPV3sWoUyCbEuQSufBQ",2005-08-25,2013-02-28,33,2009-02-19 00:00:00,"6K3l59oz","yelp_id_0"
"CDKd8RgqEHI1YO53kuoSgg",2005-07-29,2015-04-19,257,2012-03-22 00:00:00,"Y1EmQ7Ew","yelp_id_0"
"CEPfq7aFVrlq2-FpoJk-Rg",2009-12-16,2011-02-10,17,2010-08-01 00:00:00,"8xExj9o0","yelp_id_0"
